"Story","Title","Result","Date","Stability","Duration (s)"
"C02 f01 s001 installer oracle","C02-F01-s001-01 Connect Oracle database in installer with default settings","SUCCESS","2017-11-01T03:25:36.011Z","0.0","21.49"
"C02 f02 s002 test connection db","C02-F02-S002-01 provider PG server for service with right info","SUCCESS","2017-11-01T03:27:44.152Z","0.0","0.61"
"C03 f01 s001 backup test","C03-F01-s001-01 post a backup","SUCCESS","2017-11-01T04:42:23.721Z","0.0","0.04"
"C03 f01 s001 backup test","C03-F01-s001-02 get backup status","SUCCESS","2017-11-01T04:42:23.762Z","0.0","2.24"
"C03 f01 s001 backup test","C03-F01-s001-03 post a backup secondly","SUCCESS","2017-11-01T04:42:26.007Z","0.0","0.1"
"C03 f01 s001 backup test","C03-F01-s001-04 get backup status until Suceesful","SUCCESS","2017-11-01T04:42:26.110Z","0.0","21.63"
"C06 f01 s001 check integrationpoint status","C06-F01-S001-01 Check SM integration ponit status","ERROR","2017-11-01T04:40:13.692Z","0.0","127.3"
"C08 f01 s006 get catalog detail","C08-F01-S006-01 Test get category detail information","SUCCESS","2017-11-01T05:01:32.305Z","0.0","1.19"
"C02 f02 s003 get service status","c02-F02-S003-01-get services' status","SUCCESS","2017-11-01T03:27:44.766Z","0.0","5.25"
"C02 f02 s004 get pod status","c02-F02-S004-01-get pod's status","SUCCESS","2017-11-01T03:27:50.097Z","0.0","3.12"
"C02 f02 s005 send manifest","c02-F02-S005-01-The service send manifest content to itsma deploy-controller","SUCCESS","2017-11-01T03:27:55.999Z","0.0","6.51"
"C02 f02 s005 create kube resources","c02-F02-S005-01-create kube resources for service itom-smartanalytics","SUCCESS","2017-11-01T03:27:53.298Z","0.0","2.62"
"C02 f02 s006 get install status","c02-F02-S006-01-get installation status by GET /itsma/install","SUCCESS","2017-11-01T03:28:02.604Z","0.0","1.0"
"C02 f02 s006 get install status","c02-F02-S006-02-get cetain services' installation status by GET /itsma/itsma_services/{itsmaServiceName}","SUCCESS","2017-11-01T03:28:03.609Z","0.0","1.25"
