"Story","Title","Result","Date","Stability","Duration (s)"
"C01 f01 s001 test connection ldap","C01-F01-S001-01 Test LDAP connection via SSL","SUCCESS","2017-11-01T04:42:51.903Z","0.0","31.61"
"C01 f01 s001 test connection ldap","C01-F01-S001-02 Test LDAP connection via non-SSL","SUCCESS","2017-11-01T04:43:23.511Z","0.0","29.85"
"C01 f01 s002 test connection db","C01-F01-S002-01 Connect Oracle database with default settings","SUCCESS","2017-11-01T04:43:53.367Z","0.0","1.52"
"C01 f01 s003 test connection smtpserver","C01-F01-S003-01 Connect Smtpserver with default settings","SUCCESS","2017-11-01T04:43:54.896Z","0.0","6.59"
"C01 f02 s001 change admin password","C01-F02-S001-01 With correct old password and new passord, password should be changed successfully","SUCCESS","2017-11-01T04:44:01.486Z","0.0","26.06"
"C01 f02 s001 change admin password","C01-F02-S001-10 With correct old password and new passord, password should be changed successfully - change back","SUCCESS","2017-11-01T04:44:27.551Z","0.0","21.49"
"C01 f03 s001 get sm rte pod status","C01-F03-S001-01 get sm ret pod status","SUCCESS","2017-11-01T04:44:49.049Z","0.0","0.74"
"C01 f014 s001 update propel tool status","C01-F04-S001-01 Connect propel tool with a random value","SUCCESS","2017-11-01T04:44:49.792Z","0.0","0.39"
"C01 f05 s001 get idm token","C01-F05-S001-01 get idm token","SUCCESS","2017-11-01T04:44:50.187Z","0.0","0.5"
"C01 f06 s001 check service manager","C01-F06-S001-01 Check Service Manager connection with correct value","SUCCESS","2017-11-01T04:44:50.695Z","0.0","0.67"
"C03 f01 s001 backup test","C03-F01-s001-01 post a backup","SUCCESS","2017-11-01T04:42:23.721Z","0.0","0.04"
"C03 f01 s001 backup test","C03-F01-s001-02 get backup status","SUCCESS","2017-11-01T04:42:23.762Z","0.0","2.24"
"C03 f01 s001 backup test","C03-F01-s001-03 post a backup secondly","SUCCESS","2017-11-01T04:42:26.007Z","0.0","0.1"
"C03 f01 s001 backup test","C03-F01-s001-04 get backup status until Suceesful","SUCCESS","2017-11-01T04:42:26.110Z","0.0","21.63"
"C04 f00 cr22722 back slash cannot be handled correctly in idm startup shell","C04-F00-CR22722-01 prepare test data","SUCCESS","2017-11-01T04:32:02.606Z","0.0","1.19"
"C04 f00 cr22722 back slash cannot be handled correctly in idm startup shell","C04-F00-CR22722-02 check authentication with idmUsr2","SUCCESS","2017-11-01T04:32:28.695Z","0.0","1.11"
"C04 f00 cr22722 back slash cannot be handled correctly in idm startup shell","C04-F00-CR22722-02 check user authentication with idmUsr1","SUCCESS","2017-11-01T04:32:04.806Z","0.0","23.8"
"C04 f00 cr22722 back slash cannot be handled correctly in idm startup shell","C04-F00-CR22722-03 cleanup","SUCCESS","2017-11-01T04:32:29.807Z","0.0","0.19"
"C04 f00 s01 authentication internal user","C04-F00-S01-01 internal oldap user with valid login credential should get valid LWSSO_COOKIE_KEY","SUCCESS","2017-11-01T04:32:30.007Z","0.0","1.1"
"C04 f00 s01 authentication internal user","C04-F00-S01-03 internal sysadmin with valid login credential should get valid LWSSO_COOKIE_KEY","SUCCESS","2017-11-01T04:32:31.110Z","0.0","0.79"
"C04 f00 s01 authentication internal user","C04-F00-S01-05 internal oldap user with valid credential can access idm service","SUCCESS","2017-11-01T04:32:31.898Z","0.0","1.7"
"C07 f01 s001 integration status check","C07-F01-S001-01 Check Propel integration status with SM","SUCCESS","2017-11-01T04:36:53.618Z","0.0","14.39"
"C07 f01 s002 request service catalog item","C07-F01-S002-01 Request Service Catalog Item and Approve it","FAILURE","2017-11-01T04:37:08.207Z","0.0","77.98"
"C07 f01 s003 request support catalog item","C07-F01-S003-01 Request Support Catalog Item","SUCCESS","2017-11-01T04:38:26.199Z","0.0","25.41"
"C07 f01 s004 view knowledge article","C07-F01-S004-01 View Knowledge Article","SUCCESS","2017-11-01T04:38:51.617Z","0.0","0.69"
"C07 f02 s001 search with universal","C07-F02-S001-01 Search with Universal","SUCCESS","2017-11-01T04:51:04.808Z","0.0","24.0"
"C07 f02 s002 search with knowledge service support item","C07-F02-S002-01 Search with Articel/Service/Support","SUCCESS","2017-11-01T04:51:29.300Z","0.0","4.0"
"C07 f02 s003 search with history","C07-F02-S003-01 Search with History","SUCCESS","2017-11-01T04:51:33.305Z","0.0","1.4"
"C07 f02 s004 search with typeahead","C07-F02-S004-01 Search with Typeahead","SUCCESS","2017-11-01T04:51:34.710Z","0.0","0.61"
"C07 f03 s001 add group and grant permission","C07-F03-S001-01 Add group and Grant permission","SUCCESS","2017-11-01T04:39:00.614Z","0.0","3.51"
"C07 f04 s001 catalog admin operations","C07-F04-S001-01 Catalog Admin Operations","SUCCESS","2017-11-01T04:39:04.128Z","0.0","0.69"
"C07 f04 s002 category admin operations","C07-F04-S002-01 Category Admin Operations","SUCCESS","2017-11-01T04:39:04.821Z","0.0","0.75"
"C07 f04 s003 policy admin operations","C07-F04-S003-01 Add Policy and update catalog item","SUCCESS","2017-11-01T04:39:05.599Z","0.0","2.0"
"C07 f04 s003 policy admin operations","C07-F04-S003-02 Order catalog item which has policy approval and approve it","SUCCESS","2017-11-01T04:39:07.596Z","0.0","18.84"
"C07 f04 s003 policy admin operations","C07-F04-S003-03 Delete Policy","SUCCESS","2017-11-01T04:39:26.435Z","0.0","0.53"
"C07 f04 s004 content admin operations","C07-F04-S004-01 Content Management Admin Operations","SUCCESS","2017-11-01T04:39:26.971Z","0.0","0.84"
"C07 f04 s005 supplier synchronize requests","C07-F04-S005-01 Supplier Synchronize Service Requests","SUCCESS","2017-11-01T04:39:27.812Z","0.0","16.64"
"C07 f04 s005 supplier synchronize requests","C07-F04-S005-02 Supplier Synchronize Support Requests","SUCCESS","2017-11-01T04:39:44.458Z","0.0","17.37"
"C08 f01 s001 get catalog list","C08-F01-S001-01 Test get category list","SUCCESS","2017-11-01T04:34:02.406Z","0.0","2.29"
"C08 f01 s002 get offering list","C08-F01-S002-01 Test get offering list belongs to catalog","SUCCESS","2017-11-01T05:01:03.404Z","0.0","21.3"
"C08 f01 s003 get offering detail","C08-F01-S003-01 Test get offering detail information","SUCCESS","2017-11-01T05:01:25.405Z","0.0","2.79"
"C08 f01 s004 get service list","C08-F01-S004-01 Test get service list belongs to catalog","SUCCESS","2017-11-01T05:01:28.203Z","0.0","1.4"
"C08 f01 s005 get featured offerings","C08-F01-S005-01 Test get featured offering belongs to catalog","SUCCESS","2017-11-01T05:01:29.697Z","0.0","2.6"
"C08 f01 s006 get catalog detail","C08-F01-S006-01 Test get category detail information","SUCCESS","2017-11-01T05:01:32.305Z","0.0","1.19"
"C08 f01 s007 get article list","C08-F01-S007-01 Test get article","FAILURE","2017-11-01T05:01:33.510Z","0.0","1.69"
"C08 f01 s008 get offering price","C08-F01-S008-01 Test get offering price","SUCCESS","2017-11-01T05:01:35.608Z","0.0","0.9"
"C08 f01 s009 get full category","C08-F01-S009-01 Test get full category structure","SUCCESS","2017-11-01T05:01:36.522Z","0.0","1.38"
"C08 f01 s010 add to cart","C08-F01-S010-01 Test add offering to cart","SUCCESS","2017-11-01T05:01:37.905Z","0.0","2.59"
"C08 f01 s011 update cart item quantity","C08-F01-S011-01 Test update item quantity in cart","SUCCESS","2017-11-01T05:01:40.510Z","0.0","2.29"
"C08 f02 s001 submit service request","C08-F02-S001-01 Test submit a order without form on service offering","SUCCESS","2017-11-01T05:01:42.802Z","0.0","3.61"
"C08 f02 s002 submit support request","C08-F02-S002-01 Test submit a generic support request","SUCCESS","2017-11-01T05:01:46.499Z","0.0","1.5"
"C08 f02 s003 submit cart order","C08-F02-S003-01 Test submit a cart order","SUCCESS","2017-11-01T05:01:48.011Z","0.0","4.79"
"C10 f01 s001 check k8s version","C10-F01-S001-01 check API version","SUCCESS","2017-11-01T04:35:12.899Z","0.0","0.04"
"C10 f01 s001 check k8s version","C10-F01-S001-02 check TLS version","SUCCESS","2017-11-01T04:35:12.938Z","0.0","0.06"
"C10 f02 s001 check svc status","C10-F02-S001-01 check one deploy Status auth and others","SUCCESS","2017-11-01T04:35:13.005Z","0.0","56.7"
"C10 f02 s002 check deploy controller status","C10-F02-S002-01 check deply controller pod status","FAILURE","2017-11-01T04:36:09.720Z","0.0","0.38"
"C10 f02 s003 check all pod status","C10-F02-S003-01 check all pod status","SUCCESS","2017-11-01T04:36:10.113Z","0.0","0.34"
"C10 f03 s001 check configmap","C10-F03-S001-01 check configmap is created","SUCCESS","2017-11-01T04:36:10.494Z","0.0","2.59"
"C10 f03 s001 check configmap","C10-F03-S001-02 check configmap has detail value","SUCCESS","2017-11-01T04:36:13.094Z","0.0","18.35"
